participant_number;RT;condition;block_number;task
158;642;low;1;feature-specific
158;526;low;1;feature-specific
158;621;low;1;feature-specific
158;779;low;1;feature-specific
158;673;distractor_absent;1;feature-specific
158;544;distractor_absent;1;feature-specific
158;656;distractor_absent;1;feature-specific
158;470;distractor_absent;1;feature-specific
158;788;distractor_absent;1;feature-specific
158;660;distractor_absent;1;feature-specific
158;776;distractor_absent;1;feature-specific
158;563;distractor_absent;1;feature-specific
158;623;distractor_absent;1;feature-specific
158;635;distractor_absent;1;feature-specific
158;618;distractor_absent;1;feature-specific
158;591;distractor_absent;1;feature-specific
158;621;distractor_absent;1;feature-specific
158;546;distractor_absent;1;feature-specific
158;588;distractor_absent;1;feature-specific
158;846;distractor_absent;1;feature-specific
158;651;distractor_absent;1;feature-specific
158;542;high;2;feature-specific
158;627;high;2;feature-specific
158;624;high;2;feature-specific
158;715;high;2;feature-specific
158;571;high;2;feature-specific
158;650;high;2;feature-specific
158;444;high;2;feature-specific
158;686;high;2;feature-specific
158;597;high;2;feature-specific
158;513;high;2;feature-specific
158;540;high;2;feature-specific
158;621;low;2;feature-specific
158;733;low;2;feature-specific
158;551;low;2;feature-specific
158;592;low;2;feature-specific
158;660;low;2;feature-specific
158;420;low;2;feature-specific
158;520;low;2;feature-specific
158;597;distractor_absent;2;feature-specific
158;668;distractor_absent;2;feature-specific
158;695;distractor_absent;2;feature-specific
158;647;distractor_absent;2;feature-specific
158;821;distractor_absent;2;feature-specific
158;666;distractor_absent;2;feature-specific
158;851;distractor_absent;2;feature-specific
158;612;distractor_absent;2;feature-specific
158;555;distractor_absent;2;feature-specific
158;463;distractor_absent;2;feature-specific
158;608;distractor_absent;2;feature-specific
158;461;distractor_absent;2;feature-specific
158;586;distractor_absent;2;feature-specific
158;460;distractor_absent;2;feature-specific
158;666;distractor_absent;2;feature-specific
158;566;distractor_absent;2;feature-specific
158;679;distractor_absent;2;feature-specific
158;601;distractor_absent;2;feature-specific
158;544;high;3;feature-specific
158;763;high;3;feature-specific
158;512;high;3;feature-specific
158;582;high;3;feature-specific
158;589;high;3;feature-specific
158;655;high;3;feature-specific
158;473;high;3;feature-specific
158;643;high;3;feature-specific
158;601;high;3;feature-specific
158;601;high;3;feature-specific
158;554;high;3;feature-specific
158;575;high;3;feature-specific
158;459;low;3;feature-specific
158;687;low;3;feature-specific
158;558;low;3;feature-specific
158;572;low;3;feature-specific
158;590;low;3;feature-specific
158;594;low;3;feature-specific
158;603;distractor_absent;3;feature-specific
158;451;distractor_absent;3;feature-specific
158;737;distractor_absent;3;feature-specific
158;595;distractor_absent;3;feature-specific
158;514;distractor_absent;3;feature-specific
158;578;distractor_absent;3;feature-specific
158;440;distractor_absent;3;feature-specific
158;514;distractor_absent;3;feature-specific
158;455;distractor_absent;3;feature-specific
158;440;distractor_absent;3;feature-specific
158;594;distractor_absent;3;feature-specific
158;781;distractor_absent;3;feature-specific
158;556;distractor_absent;3;feature-specific
158;701;distractor_absent;3;feature-specific
158;533;distractor_absent;3;feature-specific
158;691;distractor_absent;3;feature-specific
158;604;distractor_absent;3;feature-specific
158;509;distractor_absent;3;feature-specific
158;607;distractor_absent;3;feature-specific
158;485;distractor_absent;3;feature-specific
158;551;high;4;feature-specific
158;481;high;4;feature-specific
158;453;high;4;feature-specific
158;540;high;4;feature-specific
158;585;high;4;feature-specific
158;498;high;4;feature-specific
158;631;high;4;feature-specific
158;747;high;4;feature-specific
158;909;high;4;feature-specific
158;530;high;4;feature-specific
158;527;high;4;feature-specific
158;561;low;4;feature-specific
158;556;low;4;feature-specific
158;699;low;4;feature-specific
158;515;low;4;feature-specific
158;459;low;4;feature-specific
158;441;low;4;feature-specific
158;641;low;4;feature-specific
158;637;low;4;feature-specific
158;439;distractor_absent;4;feature-specific
158;585;distractor_absent;4;feature-specific
158;522;distractor_absent;4;feature-specific
158;436;distractor_absent;4;feature-specific
158;669;distractor_absent;4;feature-specific
158;539;distractor_absent;4;feature-specific
158;660;distractor_absent;4;feature-specific
158;442;distractor_absent;4;feature-specific
158;646;distractor_absent;4;feature-specific
158;564;distractor_absent;4;feature-specific
158;565;distractor_absent;4;feature-specific
158;396;distractor_absent;4;feature-specific
158;390;distractor_absent;4;feature-specific
158;508;distractor_absent;4;feature-specific
158;660;distractor_absent;4;feature-specific
158;388;distractor_absent;4;feature-specific
158;461;distractor_absent;4;feature-specific
158;551;distractor_absent;4;feature-specific
158;596;high;5;feature-specific
158;711;high;5;feature-specific
158;553;high;5;feature-specific
158;533;high;5;feature-specific
158;501;high;5;feature-specific
158;531;high;5;feature-specific
158;636;high;5;feature-specific
158;505;high;5;feature-specific
158;654;high;5;feature-specific
158;615;high;5;feature-specific
158;547;high;5;feature-specific
158;508;high;5;feature-specific
158;600;high;5;feature-specific
158;545;low;5;feature-specific
158;526;low;5;feature-specific
158;792;low;5;feature-specific
158;541;low;5;feature-specific
158;477;low;5;feature-specific
158;583;low;5;feature-specific
158;522;low;5;feature-specific
158;530;low;5;feature-specific
158;591;distractor_absent;5;feature-specific
158;534;distractor_absent;5;feature-specific
158;504;distractor_absent;5;feature-specific
158;551;distractor_absent;5;feature-specific
158;698;distractor_absent;5;feature-specific
158;407;distractor_absent;5;feature-specific
158;678;distractor_absent;5;feature-specific
158;535;distractor_absent;5;feature-specific
158;561;distractor_absent;5;feature-specific
158;514;distractor_absent;5;feature-specific
158;520;distractor_absent;5;feature-specific
158;591;distractor_absent;5;feature-specific
158;363;distractor_absent;5;feature-specific
158;389;distractor_absent;5;feature-specific
158;466;distractor_absent;5;feature-specific
158;590;distractor_absent;5;feature-specific
158;675;distractor_absent;5;feature-specific
158;485;distractor_absent;5;feature-specific
158;528;distractor_absent;5;feature-specific
158;513;distractor_absent;5;feature-specific
158;409;high;6;feature-specific
158;622;high;6;feature-specific
158;593;high;6;feature-specific
158;605;high;6;feature-specific
158;508;high;6;feature-specific
158;482;high;6;feature-specific
158;523;high;6;feature-specific
158;482;high;6;feature-specific
158;452;high;6;feature-specific
158;670;high;6;feature-specific
158;598;high;6;feature-specific
158;614;high;6;feature-specific
158;607;high;6;feature-specific
158;534;high;6;feature-specific
158;692;high;6;feature-specific
158;532;low;6;feature-specific
158;459;low;6;feature-specific
158;774;low;6;feature-specific
158;507;low;6;feature-specific
158;481;low;6;feature-specific
158;630;low;6;feature-specific
158;541;distractor_absent;6;feature-specific
158;433;distractor_absent;6;feature-specific
158;588;distractor_absent;6;feature-specific
158;459;distractor_absent;6;feature-specific
158;498;distractor_absent;6;feature-specific
158;427;distractor_absent;6;feature-specific
158;413;distractor_absent;6;feature-specific
158;597;distractor_absent;6;feature-specific
158;642;distractor_absent;6;feature-specific
158;504;distractor_absent;6;feature-specific
158;601;distractor_absent;6;feature-specific
158;678;distractor_absent;6;feature-specific
158;592;distractor_absent;6;feature-specific
158;463;distractor_absent;6;feature-specific
158;690;distractor_absent;6;feature-specific
158;547;distractor_absent;6;feature-specific
158;604;distractor_absent;6;feature-specific
158;540;distractor_absent;6;feature-specific
158;471;high;7;feature-specific
158;473;high;7;feature-specific
158;563;high;7;feature-specific
158;623;high;7;feature-specific
158;612;high;7;feature-specific
158;592;high;7;feature-specific
158;862;high;7;feature-specific
158;588;high;7;feature-specific
158;725;high;7;feature-specific
158;574;high;7;feature-specific
158;672;high;7;feature-specific
158;585;high;7;feature-specific
158;632;high;7;feature-specific
158;483;high;7;feature-specific
158;463;low;7;feature-specific
158;472;low;7;feature-specific
158;542;low;7;feature-specific
158;807;low;7;feature-specific
158;595;low;7;feature-specific
158;812;low;7;feature-specific
158;391;distractor_absent;7;feature-specific
158;495;distractor_absent;7;feature-specific
158;377;distractor_absent;7;feature-specific
158;555;distractor_absent;7;feature-specific
158;605;distractor_absent;7;feature-specific
158;532;distractor_absent;7;feature-specific
158;576;distractor_absent;7;feature-specific
158;440;distractor_absent;7;feature-specific
158;504;distractor_absent;7;feature-specific
158;470;distractor_absent;7;feature-specific
158;531;distractor_absent;7;feature-specific
158;613;distractor_absent;7;feature-specific
158;574;distractor_absent;7;feature-specific
158;557;distractor_absent;7;feature-specific
158;652;distractor_absent;7;feature-specific
158;527;distractor_absent;7;feature-specific
158;651;distractor_absent;7;feature-specific
158;679;distractor_absent;7;feature-specific
158;528;distractor_absent;7;feature-specific
158;407;distractor_absent;7;feature-specific
159;740;high;0;feature-specific
159;756;high;0;feature-specific
159;766;high;0;feature-specific
159;848;high;0;feature-specific
159;736;high;0;feature-specific
159;771;high;0;feature-specific
159;847;high;0;feature-specific
159;833;high;0;feature-specific
159;625;high;0;feature-specific
159;665;high;0;feature-specific
159;665;high;0;feature-specific
159;937;low;0;feature-specific
159;834;low;0;feature-specific
159;847;low;0;feature-specific
159;941;low;0;feature-specific
159;704;low;0;feature-specific
159;642;low;0;feature-specific
159;687;low;0;feature-specific
159;579;low;0;feature-specific
159;1021;distractor_absent;0;feature-specific
159;679;distractor_absent;0;feature-specific
159;765;distractor_absent;0;feature-specific
159;580;distractor_absent;0;feature-specific
159;727;distractor_absent;0;feature-specific
159;759;distractor_absent;0;feature-specific
159;635;distractor_absent;0;feature-specific
159;630;distractor_absent;0;feature-specific
159;842;distractor_absent;0;feature-specific
159;761;distractor_absent;0;feature-specific
159;586;distractor_absent;0;feature-specific
159;726;distractor_absent;0;feature-specific
159;943;distractor_absent;0;feature-specific
159;872;distractor_absent;0;feature-specific
159;775;distractor_absent;0;feature-specific
159;940;distractor_absent;0;feature-specific
159;886;distractor_absent;0;feature-specific
159;716;distractor_absent;0;feature-specific
159;588;distractor_absent;0;feature-specific
159;519;distractor_absent;0;feature-specific
159;712;distractor_absent;0;feature-specific
159;1058;high;1;feature-specific
159;710;high;1;feature-specific
159;667;high;1;feature-specific
159;651;high;1;feature-specific
159;750;high;1;feature-specific
159;970;high;1;feature-specific
159;1175;high;1;feature-specific
159;775;high;1;feature-specific
159;751;high;1;feature-specific
159;796;high;1;feature-specific
159;634;high;1;feature-specific
159;642;high;1;feature-specific
159;1029;high;1;feature-specific
159;854;low;1;feature-specific
159;861;low;1;feature-specific
159;564;low;1;feature-specific
159;815;low;1;feature-specific
159;679;low;1;feature-specific
159;1039;low;1;feature-specific
159;718;distractor_absent;1;feature-specific
159;610;distractor_absent;1;feature-specific
159;786;distractor_absent;1;feature-specific
159;733;distractor_absent;1;feature-specific
159;703;distractor_absent;1;feature-specific
159;622;distractor_absent;1;feature-specific
159;782;distractor_absent;1;feature-specific
159;927;distractor_absent;1;feature-specific
159;706;distractor_absent;1;feature-specific
159;984;distractor_absent;1;feature-specific
159;922;distractor_absent;1;feature-specific
159;662;distractor_absent;1;feature-specific
159;706;distractor_absent;1;feature-specific
159;801;distractor_absent;1;feature-specific
159;593;distractor_absent;1;feature-specific
159;699;distractor_absent;1;feature-specific
159;624;distractor_absent;1;feature-specific
159;688;distractor_absent;1;feature-specific
159;738;distractor_absent;1;feature-specific
159;700;distractor_absent;1;feature-specific
159;613;distractor_absent;1;feature-specific
159;594;distractor_absent;1;feature-specific
159;516;high;2;feature-specific
159;560;high;2;feature-specific
159;471;high;2;feature-specific
159;462;high;2;feature-specific
159;600;high;2;feature-specific
159;964;high;2;feature-specific
159;713;high;2;feature-specific
159;831;high;2;feature-specific
159;655;high;2;feature-specific
159;728;high;2;feature-specific
159;676;high;2;feature-specific
159;856;high;2;feature-specific
159;878;high;2;feature-specific
159;748;low;2;feature-specific
159;662;low;2;feature-specific
159;727;low;2;feature-specific
159;804;low;2;feature-specific
159;827;low;2;feature-specific
159;811;low;2;feature-specific
159;722;low;2;feature-specific
159;685;distractor_absent;2;feature-specific
159;870;distractor_absent;2;feature-specific
159;672;distractor_absent;2;feature-specific
159;800;distractor_absent;2;feature-specific
159;1095;distractor_absent;2;feature-specific
159;734;distractor_absent;2;feature-specific
159;790;distractor_absent;2;feature-specific
159;943;distractor_absent;2;feature-specific
159;796;distractor_absent;2;feature-specific
159;694;distractor_absent;2;feature-specific
159;1065;distractor_absent;2;feature-specific
159;521;distractor_absent;2;feature-specific
159;681;distractor_absent;2;feature-specific
159;666;distractor_absent;2;feature-specific
159;784;distractor_absent;2;feature-specific
159;903;distractor_absent;2;feature-specific
159;626;distractor_absent;2;feature-specific
159;620;distractor_absent;2;feature-specific
159;647;distractor_absent;2;feature-specific
159;618;distractor_absent;2;feature-specific
159;928;distractor_absent;2;feature-specific
159;628;distractor_absent;2;feature-specific
159;605;distractor_absent;2;feature-specific
159;913;high;3;feature-specific
159;646;high;3;feature-specific
159;857;high;3;feature-specific
159;626;high;3;feature-specific
159;727;high;3;feature-specific
159;572;high;3;feature-specific
159;850;high;3;feature-specific
159;659;high;3;feature-specific
159;612;high;3;feature-specific
159;655;high;3;feature-specific
159;684;high;3;feature-specific
159;931;high;3;feature-specific
159;611;high;3;feature-specific
159;780;low;3;feature-specific
159;891;low;3;feature-specific
159;709;low;3;feature-specific
159;587;low;3;feature-specific
159;512;low;3;feature-specific
159;663;low;3;feature-specific
159;719;low;3;feature-specific
159;632;distractor_absent;3;feature-specific
159;863;distractor_absent;3;feature-specific
159;697;distractor_absent;3;feature-specific
159;556;distractor_absent;3;feature-specific
159;718;distractor_absent;3;feature-specific
159;622;distractor_absent;3;feature-specific
159;601;distractor_absent;3;feature-specific
159;660;distractor_absent;3;feature-specific
159;600;distractor_absent;3;feature-specific
159;812;distractor_absent;3;feature-specific
159;631;distractor_absent;3;feature-specific
159;754;distractor_absent;3;feature-specific
159;664;distractor_absent;3;feature-specific
159;772;distractor_absent;3;feature-specific
159;719;distractor_absent;3;feature-specific
159;594;distractor_absent;3;feature-specific
159;631;distractor_absent;3;feature-specific
159;629;distractor_absent;3;feature-specific
159;828;high;4;feature-specific
159;653;high;4;feature-specific
159;616;high;4;feature-specific
159;644;high;4;feature-specific
159;531;high;4;feature-specific
159;655;high;4;feature-specific
159;679;high;4;feature-specific
159;648;high;4;feature-specific
159;726;high;4;feature-specific
159;804;high;4;feature-specific
159;752;high;4;feature-specific
159;535;high;4;feature-specific
159;710;high;4;feature-specific
159;685;low;4;feature-specific
159;609;low;4;feature-specific
159;687;low;4;feature-specific
159;1107;low;4;feature-specific
159;978;low;4;feature-specific
159;674;low;4;feature-specific
159;688;low;4;feature-specific
159;931;low;4;feature-specific
159;602;distractor_absent;4;feature-specific
159;656;distractor_absent;4;feature-specific
159;650;distractor_absent;4;feature-specific
159;505;distractor_absent;4;feature-specific
159;501;distractor_absent;4;feature-specific
159;693;distractor_absent;4;feature-specific
159;685;distractor_absent;4;feature-specific
159;668;distractor_absent;4;feature-specific
159;1026;distractor_absent;4;feature-specific
159;876;distractor_absent;4;feature-specific
159;735;distractor_absent;4;feature-specific
159;609;distractor_absent;4;feature-specific
159;906;distractor_absent;4;feature-specific
159;1077;distractor_absent;4;feature-specific
159;669;distractor_absent;4;feature-specific
159;728;distractor_absent;4;feature-specific
159;830;distractor_absent;4;feature-specific
159;795;distractor_absent;4;feature-specific
159;934;distractor_absent;4;feature-specific
159;689;distractor_absent;4;feature-specific
159;768;high;5;feature-specific
159;818;high;5;feature-specific
159;736;high;5;feature-specific
159;888;high;5;feature-specific
159;830;high;5;feature-specific
159;828;high;5;feature-specific
159;847;high;5;feature-specific
159;903;high;5;feature-specific
159;800;high;5;feature-specific
159;1003;high;5;feature-specific
159;845;high;5;feature-specific
159;865;high;5;feature-specific
159;786;high;5;feature-specific
159;924;low;5;feature-specific
159;869;low;5;feature-specific
159;860;low;5;feature-specific
159;681;low;5;feature-specific
159;1142;low;5;feature-specific
159;948;low;5;feature-specific
159;831;low;5;feature-specific
159;801;low;5;feature-specific
159;736;distractor_absent;5;feature-specific
159;569;distractor_absent;5;feature-specific
159;652;distractor_absent;5;feature-specific
159;904;distractor_absent;5;feature-specific
159;949;distractor_absent;5;feature-specific
159;754;distractor_absent;5;feature-specific
159;726;distractor_absent;5;feature-specific
159;810;distractor_absent;5;feature-specific
159;806;distractor_absent;5;feature-specific
159;733;distractor_absent;5;feature-specific
159;727;distractor_absent;5;feature-specific
159;726;distractor_absent;5;feature-specific
159;1047;distractor_absent;5;feature-specific
159;822;distractor_absent;5;feature-specific
159;728;distractor_absent;5;feature-specific
159;711;distractor_absent;5;feature-specific
159;855;distractor_absent;5;feature-specific
159;766;distractor_absent;5;feature-specific
159;937;distractor_absent;5;feature-specific
159;713;distractor_absent;5;feature-specific
159;897;distractor_absent;5;feature-specific
159;785;distractor_absent;5;feature-specific
159;790;high;6;feature-specific
159;802;high;6;feature-specific
159;870;high;6;feature-specific
159;810;high;6;feature-specific
159;724;high;6;feature-specific
159;786;high;6;feature-specific
159;817;high;6;feature-specific
159;711;high;6;feature-specific
159;669;high;6;feature-specific
159;922;high;6;feature-specific
159;781;high;6;feature-specific
159;751;high;6;feature-specific
159;682;high;6;feature-specific
159;675;high;6;feature-specific
159;808;low;6;feature-specific
159;1142;low;6;feature-specific
159;826;low;6;feature-specific
159;912;low;6;feature-specific
159;715;low;6;feature-specific
159;739;low;6;feature-specific
159;665;low;6;feature-specific
159;789;distractor_absent;6;feature-specific
159;730;distractor_absent;6;feature-specific
159;753;distractor_absent;6;feature-specific
159;758;distractor_absent;6;feature-specific
159;745;distractor_absent;6;feature-specific
159;828;distractor_absent;6;feature-specific
159;767;distractor_absent;6;feature-specific
159;802;distractor_absent;6;feature-specific
159;866;distractor_absent;6;feature-specific
159;778;distractor_absent;6;feature-specific
159;836;distractor_absent;6;feature-specific
159;758;distractor_absent;6;feature-specific
159;778;distractor_absent;6;feature-specific
159;895;distractor_absent;6;feature-specific
159;711;distractor_absent;6;feature-specific
159;889;distractor_absent;6;feature-specific
159;833;distractor_absent;6;feature-specific
159;785;distractor_absent;6;feature-specific
159;784;distractor_absent;6;feature-specific
159;791;distractor_absent;6;feature-specific
159;741;distractor_absent;6;feature-specific
159;907;distractor_absent;6;feature-specific
159;687;high;7;feature-specific
159;908;high;7;feature-specific
159;754;high;7;feature-specific
159;718;high;7;feature-specific
159;855;high;7;feature-specific
159;881;high;7;feature-specific
159;725;high;7;feature-specific
159;862;high;7;feature-specific
159;853;high;7;feature-specific
159;684;high;7;feature-specific
159;991;high;7;feature-specific
159;728;high;7;feature-specific
159;755;high;7;feature-specific
159;770;high;7;feature-specific
159;913;high;7;feature-specific
159;897;high;7;feature-specific
159;736;low;7;feature-specific
159;786;low;7;feature-specific
159;834;low;7;feature-specific
159;745;low;7;feature-specific
159;798;low;7;feature-specific
159;685;low;7;feature-specific
159;710;low;7;feature-specific
159;1211;low;7;feature-specific
159;803;distractor_absent;7;feature-specific
159;662;distractor_absent;7;feature-specific
159;748;distractor_absent;7;feature-specific
159;804;distractor_absent;7;feature-specific
159;683;distractor_absent;7;feature-specific
159;755;distractor_absent;7;feature-specific
159;676;distractor_absent;7;feature-specific
159;703;distractor_absent;7;feature-specific
159;856;distractor_absent;7;feature-specific
159;805;distractor_absent;7;feature-specific
159;928;distractor_absent;7;feature-specific
159;745;distractor_absent;7;feature-specific
159;788;distractor_absent;7;feature-specific
159;717;distractor_absent;7;feature-specific
159;691;distractor_absent;7;feature-specific
159;728;distractor_absent;7;feature-specific
159;763;distractor_absent;7;feature-specific
159;861;distractor_absent;7;feature-specific
159;794;distractor_absent;7;feature-specific
159;764;distractor_absent;7;feature-specific
159;663;distractor_absent;7;feature-specific
159;864;distractor_absent;7;feature-specific
159;718;distractor_absent;7;feature-specific
160;776;high;0;feature-specific
160;710;high;0;feature-specific
160;1333;high;0;feature-specific
160;610;high;0;feature-specific
160;747;high;0;feature-specific
160;880;high;0;feature-specific
160;727;high;0;feature-specific
160;1085;high;0;feature-specific
160;441;high;0;feature-specific
160;966;low;0;feature-specific
160;859;low;0;feature-specific
160;821;low;0;feature-specific
160;779;low;0;feature-specific
160;1106;low;0;feature-specific
160;796;low;0;feature-specific
160;447;low;0;feature-specific
160;954;distractor_absent;0;feature-specific
160;919;distractor_absent;0;feature-specific
160;808;distractor_absent;0;feature-specific
160;814;distractor_absent;0;feature-specific
160;744;distractor_absent;0;feature-specific
160;765;distractor_absent;0;feature-specific
160;687;distractor_absent;0;feature-specific
160;535;distractor_absent;0;feature-specific
160;725;distractor_absent;0;feature-specific
160;852;distractor_absent;0;feature-specific
160;627;distractor_absent;0;feature-specific
160;852;distractor_absent;0;feature-specific
160;745;distractor_absent;0;feature-specific
160;306;distractor_absent;0;feature-specific
160;568;distractor_absent;0;feature-specific
160;212;distractor_absent;0;feature-specific
160;613;distractor_absent;0;feature-specific
160;434;distractor_absent;0;feature-specific
160;474;high;1;feature-specific
160;1035;high;1;feature-specific
160;480;high;1;feature-specific
160;836;high;1;feature-specific
160;699;high;1;feature-specific
160;618;high;1;feature-specific
160;757;high;1;feature-specific
160;840;high;1;feature-specific
160;1092;high;1;feature-specific
160;778;high;1;feature-specific
160;1009;high;1;feature-specific
160;782;high;1;feature-specific
160;831;high;1;feature-specific
160;482;high;1;feature-specific
160;686;low;1;feature-specific
160;865;low;1;feature-specific
160;705;low;1;feature-specific
160;448;low;1;feature-specific
160;735;low;1;feature-specific
160;1189;low;1;feature-specific
160;1026;low;1;feature-specific
160;590;low;1;feature-specific
160;716;distractor_absent;1;feature-specific
160;438;distractor_absent;1;feature-specific
160;602;distractor_absent;1;feature-specific
160;849;distractor_absent;1;feature-specific
160;714;distractor_absent;1;feature-specific
160;646;distractor_absent;1;feature-specific
160;758;distractor_absent;1;feature-specific
160;939;distractor_absent;1;feature-specific
160;658;distractor_absent;1;feature-specific
160;505;distractor_absent;1;feature-specific
160;744;distractor_absent;1;feature-specific
160;873;distractor_absent;1;feature-specific
160;636;distractor_absent;1;feature-specific
160;712;distractor_absent;1;feature-specific
160;930;distractor_absent;1;feature-specific
160;603;distractor_absent;1;feature-specific
160;759;distractor_absent;1;feature-specific
160;603;distractor_absent;1;feature-specific
160;966;distractor_absent;1;feature-specific
160;618;distractor_absent;1;feature-specific
160;802;high;2;feature-specific
160;506;high;2;feature-specific
160;646;high;2;feature-specific
160;342;high;2;feature-specific
160;584;high;2;feature-specific
160;512;high;2;feature-specific
160;419;high;2;feature-specific
160;299;high;2;feature-specific
160;414;high;2;feature-specific
160;229;high;2;feature-specific
160;448;high;2;feature-specific
160;257;high;2;feature-specific
160;558;low;2;feature-specific
160;262;low;2;feature-specific
160;643;distractor_absent;2;feature-specific
160;554;distractor_absent;2;feature-specific
160;552;distractor_absent;2;feature-specific
160;508;distractor_absent;2;feature-specific
160;385;distractor_absent;2;feature-specific
160;433;distractor_absent;2;feature-specific
160;445;distractor_absent;2;feature-specific
160;452;distractor_absent;2;feature-specific
160;484;distractor_absent;2;feature-specific
160;397;distractor_absent;2;feature-specific
160;495;distractor_absent;2;feature-specific
160;466;distractor_absent;2;feature-specific
160;356;distractor_absent;2;feature-specific
160;416;distractor_absent;2;feature-specific
160;228;distractor_absent;2;feature-specific
160;304;distractor_absent;2;feature-specific
160;266;distractor_absent;2;feature-specific
160;351;high;3;feature-specific
160;354;high;3;feature-specific
160;583;high;3;feature-specific
160;642;high;3;feature-specific
160;726;high;3;feature-specific
160;604;high;3;feature-specific
160;642;high;3;feature-specific
160;623;high;3;feature-specific
160;350;low;3;feature-specific
160;364;low;3;feature-specific
160;819;low;3;feature-specific
160;351;distractor_absent;3;feature-specific
160;255;distractor_absent;3;feature-specific
160;433;distractor_absent;3;feature-specific
160;320;distractor_absent;3;feature-specific
160;384;distractor_absent;3;feature-specific
160;263;distractor_absent;3;feature-specific
160;337;distractor_absent;3;feature-specific
160;451;distractor_absent;3;feature-specific
160;684;distractor_absent;3;feature-specific
160;482;distractor_absent;3;feature-specific
160;612;distractor_absent;3;feature-specific
160;795;distractor_absent;3;feature-specific
160;559;distractor_absent;3;feature-specific
160;773;distractor_absent;3;feature-specific
160;552;distractor_absent;3;feature-specific
160;612;distractor_absent;3;feature-specific
160;588;distractor_absent;3;feature-specific
160;443;distractor_absent;3;feature-specific
160;896;high;4;feature-specific
160;702;high;4;feature-specific
160;652;high;4;feature-specific
160;442;high;4;feature-specific
160;682;high;4;feature-specific
160;627;high;4;feature-specific
160;608;high;4;feature-specific
160;569;high;4;feature-specific
160;895;high;4;feature-specific
160;704;high;4;feature-specific
160;867;high;4;feature-specific
160;742;high;4;feature-specific
160;724;high;4;feature-specific
160;714;high;4;feature-specific
160;606;high;4;feature-specific
160;501;low;4;feature-specific
160;666;low;4;feature-specific
160;619;low;4;feature-specific
160;762;low;4;feature-specific
160;665;low;4;feature-specific
160;845;distractor_absent;4;feature-specific
160;671;distractor_absent;4;feature-specific
160;582;distractor_absent;4;feature-specific
160;616;distractor_absent;4;feature-specific
160;606;distractor_absent;4;feature-specific
160;725;distractor_absent;4;feature-specific
160;691;distractor_absent;4;feature-specific
160;643;distractor_absent;4;feature-specific
160;495;distractor_absent;4;feature-specific
160;573;distractor_absent;4;feature-specific
160;612;distractor_absent;4;feature-specific
160;800;distractor_absent;4;feature-specific
160;653;distractor_absent;4;feature-specific
160;606;distractor_absent;4;feature-specific
160;517;distractor_absent;4;feature-specific
160;571;distractor_absent;4;feature-specific
160;732;distractor_absent;4;feature-specific
160;750;distractor_absent;4;feature-specific
160;558;distractor_absent;4;feature-specific
160;620;distractor_absent;4;feature-specific
160;704;distractor_absent;4;feature-specific
160;542;high;5;feature-specific
160;521;high;5;feature-specific
160;825;high;5;feature-specific
160;587;high;5;feature-specific
160;502;high;5;feature-specific
160;730;high;5;feature-specific
160;747;high;5;feature-specific
160;767;high;5;feature-specific
160;705;high;5;feature-specific
160;579;high;5;feature-specific
160;860;high;5;feature-specific
160;519;high;5;feature-specific
160;599;high;5;feature-specific
160;831;low;5;feature-specific
160;401;low;5;feature-specific
160;710;low;5;feature-specific
160;1038;low;5;feature-specific
160;572;low;5;feature-specific
160;707;low;5;feature-specific
160;781;low;5;feature-specific
160;612;distractor_absent;5;feature-specific
160;545;distractor_absent;5;feature-specific
160;560;distractor_absent;5;feature-specific
160;610;distractor_absent;5;feature-specific
160;513;distractor_absent;5;feature-specific
160;479;distractor_absent;5;feature-specific
160;488;distractor_absent;5;feature-specific
160;367;distractor_absent;5;feature-specific
160;762;distractor_absent;5;feature-specific
160;507;distractor_absent;5;feature-specific
160;666;distractor_absent;5;feature-specific
160;609;distractor_absent;5;feature-specific
160;615;distractor_absent;5;feature-specific
160;733;distractor_absent;5;feature-specific
160;657;distractor_absent;5;feature-specific
160;615;distractor_absent;5;feature-specific
160;668;distractor_absent;5;feature-specific
160;773;distractor_absent;5;feature-specific
160;769;distractor_absent;5;feature-specific
160;642;distractor_absent;5;feature-specific
160;532;distractor_absent;5;feature-specific
160;609;distractor_absent;5;feature-specific
160;628;distractor_absent;5;feature-specific
160;592;high;6;feature-specific
160;572;high;6;feature-specific
160;938;high;6;feature-specific
160;679;high;6;feature-specific
160;771;high;6;feature-specific
160;683;high;6;feature-specific
160;507;high;6;feature-specific
160;545;high;6;feature-specific
160;587;high;6;feature-specific
160;655;high;6;feature-specific
160;628;high;6;feature-specific
160;530;high;6;feature-specific
160;768;high;6;feature-specific
160;513;low;6;feature-specific
160;579;low;6;feature-specific
160;625;low;6;feature-specific
160;662;low;6;feature-specific
160;576;low;6;feature-specific
160;635;low;6;feature-specific
160;825;low;6;feature-specific
160;669;distractor_absent;6;feature-specific
160;603;distractor_absent;6;feature-specific
160;587;distractor_absent;6;feature-specific
160;508;distractor_absent;6;feature-specific
160;559;distractor_absent;6;feature-specific
160;618;distractor_absent;6;feature-specific
160;1041;distractor_absent;6;feature-specific
160;541;distractor_absent;6;feature-specific
160;593;distractor_absent;6;feature-specific
160;483;distractor_absent;6;feature-specific
160;586;distractor_absent;6;feature-specific
160;543;distractor_absent;6;feature-specific
160;550;distractor_absent;6;feature-specific
160;696;distractor_absent;6;feature-specific
